Id;Name;Nation;Second Nation;International Apps;International Goals;International Assists;Estimated Value;Club Playing;Division Playing;Club Contracted;Division Contracted;Positions Short;Stanley Cups Won;Birth Town;Date Of Birth;Age;Player Roles;Handedness;Junior Preference;Defensive Role;Offensive Role;Morale;Favourite Number;Squad Number;Int. Squad Number;Determination;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
12681;Josh Holmstrom;United States;---;0;0;0;29995;San Diego Gulls;AHL;San Diego Gulls;AHL;RW;0;Colorado Springs;9/5/1989;34;(W) All around;Right Handed;College;13;13;10;0;22;0;17;8;8;7;5;9;8;7;11;4;3;2;7;2;3;5;8;5;7;5;7;8;8;11;9;7;10;1;1;1;1;1;
12683;Rich Beattie;United States;---;0;0;0;1675;Lake Superior Lakers;WCHA;Lake Superior Lakers;WCHA;LW, RW;0;Sault Ste. Marie;6/7/2002;21;(W) Grinder;Right Handed;None;16;7;20;11;11;11;10;9;1;16;8;10;2;1;5;6;7;10;9;6;9;15;8;6;2;2;2;6;6;5;5;4;5;1;1;1;1;1;
12685;Marco Roussel;Canada;---;0;0;0;4062;Trois-Rivières Estacades;QMHL;Trois-Rivières Estacades;QMHL;C;0;Trois-Rivières;8/8/2007;16;(C) Playmaker;Left Handed;None;6;14;16;78;78;78;11;3;7;3;8;1;1;6;1;6;1;4;1;6;5;8;1;8;5;4;4;5;1;1;2;3;6;1;1;1;1;1;
12688;Patrick Holway;United States;---;0;0;0;2295;Brantford Blast;Allan Cup;Brantford Blast;Allan Cup;RD;0;---;10/1/1996;27;(D) Offensive;Right Handed;College;15;10;14;0;0;0;10;4;3;4;10;9;5;3;3;7;4;9;5;5;8;8;6;2;4;1;7;7;11;7;4;5;4;1;1;1;1;1;
12689;Gary Fisher;United States;---;0;0;0;5312;Marquette;HS-WI;Marquette;HS-WI;LW, C;0;Detroit;8/5/2006;17;(W) Playmaker;Left Handed;None;4;18;20;37;37;37;13;2;8;2;8;1;2;10;6;11;4;4;3;7;8;6;1;7;6;1;9;7;4;1;3;5;8;1;1;1;1;1;
12690;Brandon Hope;United States;---;0;0;0;11550;SG Cortina Hafro;Alps League;SG Cortina Hafro;Alps League;G;0;Canton;3/18/1994;29;(G) Butterfly style;Left Handed;Major Junior;20;1;20;1;1;0;5;12;4;5;10;8;3;1;5;1;6;8;1;5;5;9;1;1;1;1;1;6;10;11;1;4;1;8;7;5;6;5;
12691;Lennart Pus;Slovenia;---;0;0;0;3416;Dab.Docler;MOL;Dab.Docler;MOL;C, RW;0;Domzale;4/4/2001;22;(C) Playmaker;Left Handed;None;4;16;20;44;44;44;5;6;12;17;8;13;14;13;18;13;8;7;1;8;13;7;2;7;7;4;4;3;1;1;1;3;2;1;1;1;1;1;
12692;Kurt Geoffrion;United States;---;0;0;0;7250;Trenton Golden Hawks;OJHL;Trenton Golden Hawks;OJHL;RD;0;Detroit;9/16/2005;18;(D) Standard;Right Handed;None;17;5;14;3;3;3;20;3;1;9;10;8;17;1;10;7;5;12;5;8;9;17;6;1;1;1;3;3;7;7;1;2;1;1;1;1;1;1;
12693;Tino Haase;Germany;---;0;0;0;5688;Kölner EC Die Haie Juniors;Nachwuchs Liga;Kölner EC Die Haie Juniors;Nachwuchs Liga;LW;0;Köln;8/14/2005;18;(W) All around;Left Handed;None;11;12;17;43;43;43;20;5;13;12;10;5;20;5;14;11;12;8;2;9;12;8;7;6;5;3;9;10;7;7;9;6;10;1;1;1;1;1;
12694;Frank Hora;United States;---;0;0;0;11000;Mississippi RiverKings;SPHL;Mississippi RiverKings;SPHL;RD;0;Amherst;6/1/1996;27;(D) Standard;Right Handed;Major Junior;16;10;19;0;44;0;13;14;11;4;3;7;7;2;8;6;6;9;11;7;7;10;14;1;3;1;3;7;11;10;2;4;2;1;1;1;1;1;
12695;Jekabs Ozolins;Latvia;---;23;1;12;2895;HK MOGO;Lat;HK MOGO;Lat;LD, RD;0;Ogre;2/24/2001;22;(D) Offensive (Finesse);Left Handed;None;14;16;20;6;6;4;10;1;15;5;2;12;11;14;16;16;9;8;4;12;13;7;9;9;9;2;14;13;8;5;12;10;10;1;1;1;1;1;
12699;Ferenc Kiss;Hungary;---;50;3;4;4410;MAC Budapest;MOL;MAC Budapest;MOL;C;0;Székesfehérvár;10/25/2003;20;(C) Defensive;Right Handed;None;12;10;16;62;62;62;12;6;1;3;10;1;8;2;5;13;5;7;5;13;12;16;7;4;4;5;1;7;6;8;1;4;2;1;1;1;1;1;
12700;Jake Horton;United States;---;0;0;0;3416;HK Celje;Elite League;HK Celje;Elite League;C;0;Oakdale;11/19/1994;29;(C) Power Forward;Right Handed;College;9;12;20;0;20;0;8;13;7;10;7;10;4;7;5;8;9;3;6;8;10;8;4;10;6;10;5;3;4;7;6;1;6;1;1;1;1;1;
12701;Jake Horton;United States;---;0;0;0;4728;1. EV Weiden 1985;Oberliga;1. EV Weiden 1985;Oberliga;LD, RD;0;Lake Elmo;5/24/1994;29;(D) Pointman (Physical);Right Handed;College;11;14;15;0;0;0;7;8;10;16;13;10;12;8;13;5;10;6;8;9;5;7;9;5;7;3;7;8;4;11;10;6;5;1;1;1;1;1;
12702;Curtis Lappin;United States;---;0;0;0;1859;Rensselaer Engineers;ECAC;Rensselaer Engineers;ECAC;LW, C;0;Uniondale;2/17/2003;21;(C) Finesse;Left Handed;None;7;15;15;31;31;31;9;1;11;13;10;4;15;12;16;19;7;8;5;15;15;10;5;7;11;11;10;7;6;6;7;10;7;1;1;1;1;1;
12705;Tim Quinn;United States;---;0;0;0;408;Bethel Royals;MIAC;Bethel Royals;MIAC;LD;0;Apple Valley;9/21/2004;19;(D) Standard;Left Handed;None;15;6;1;77;77;77;7;1;1;1;7;2;5;1;11;6;6;14;5;6;11;14;5;1;3;1;1;4;3;8;1;1;2;1;1;1;1;1;
12706;Jonny Cahill;United States;---;0;0;0;5312;Breck;HS-MN;Breck;HS-MN;LW;0;Minneapolis;2/3/2007;17;(W) Playmaker;Left Handed;None;5;17;11;28;28;28;14;4;12;13;12;12;16;12;18;8;2;6;2;8;8;6;1;6;4;1;4;3;3;1;3;2;1;1;1;1;1;1;
12707;Hynek Kudrna;Czech Republic;---;0;0;0;16688;Bílí Tygri Liberec;Czech Extraliga;Bílí Tygri Liberec;Czech Extraliga;LD;0;Macomb;9/24/2001;22;(D) Playmaker;Left Handed;None;13;14;16;3;3;3;14;3;11;13;6;11;13;13;12;14;6;9;5;12;13;15;9;9;12;3;12;15;7;8;6;8;8;1;1;1;1;1;
12708;Brad Barry;United States;---;0;0;0;5562;St. Mary's Lincolns;GOJHL;St. Mary's Lincolns;GOJHL;RW;0;Spokane;9/3/2003;20;(W) Defensive;Right Handed;None;18;3;6;67;67;67;5;2;1;1;6;6;1;1;6;8;1;6;4;11;9;11;8;3;5;1;1;6;9;9;2;4;5;1;1;1;1;1;
12709;Michael Houser;United States;---;0;0;0;12687;Ritten Sport Hockey AS;Alps League;Ritten Sport Hockey AS;Alps League;G;0;Boston;9/13/1992;31;(G) Butterfly style;Left Handed;Major Junior;20;1;20;29;29;0;10;3;10;11;11;9;5;1;8;4;7;7;1;4;10;12;1;1;1;1;1;11;11;14;1;8;1;13;14;9;10;11;
12711;Antoine Boisson;Canada;---;0;0;0;15212;Val d'Or Foreurs;QMJHL;Val d'Or Foreurs;QMJHL;LW, C;0;Magog;6/7/2005;18;(W) Power Forward;Left Handed;None;9;11;1;33;33;33;7;14;12;11;9;7;4;5;7;8;6;12;7;7;15;10;5;10;7;2;6;6;4;4;4;1;9;1;1;1;1;1;
12712;Rasmus Sulander;Finland;---;0;0;0;1640;Alavuden Peli-Veikot B2-Jrs;Fin B2-Jr First;Alavuden Peli-Veikot B2-Jrs;Fin B2-Jr First;RD;0;Vaasa;12/13/2006;17;(D) Standard;Right Handed;None;10;12;20;7;7;7;14;5;7;5;11;7;7;5;3;7;6;7;3;7;8;7;5;5;7;1;6;4;4;4;7;5;4;1;1;1;1;1;
12717;Steve Gieszler;United States;---;0;0;0;7702;Shattuck-St. Mary's;HS-MN;Shattuck-St. Mary's;HS-MN;LW;0;Faribault;6/2/2007;16;(W) Sniper;Left Handed;None;11;14;1;77;77;77;11;3;10;4;6;11;3;10;7;12;4;8;1;13;9;6;1;8;10;2;8;3;1;2;8;6;10;1;1;1;1;1;
12720;Pierre Derepper;France;---;12;2;4;15169;Bordeaux GH 2000;Magnus League;Bordeaux GH 2000;Magnus League;LW, C, RW;0;Saint-Malo;2/18/2001;23;(C) Grinder;Right Handed;None;16;12;11;47;47;47;14;7;5;11;3;9;7;5;7;12;9;15;10;9;10;14;12;7;6;8;5;7;10;8;6;7;8;1;1;1;1;1;
12721;Tom Lapierre;Canada;---;0;0;0;17950;Windsor Spitfires;OHL;Windsor Spitfires;OHL;G;0;Collingwood;3/20/2005;18;(G) Butterfly style;Left Handed;None;20;1;20;31;31;31;14;9;7;19;3;13;15;1;17;4;14;11;1;5;12;6;1;1;1;1;1;8;12;13;1;6;1;13;11;6;13;11;
12723;Tristan van Riemsdyk;United States;---;0;0;0;2180;Notre Dame Fighting Irish;HE;Notre Dame Fighting Irish;HE;LW, RW;0;Plymouth;10/28/2003;20;(W) All around;Left Handed;None;9;12;19;21;21;21;20;1;10;14;4;10;9;9;14;9;4;7;1;14;10;7;5;2;2;1;5;3;4;5;4;4;5;1;1;1;1;1;
12725;Arnaud Phelippe;Canada;---;0;0;0;16312;Greenville Swamp Rabbits;ECHL;Greenville Swamp Rabbits;ECHL;LW, RW;0;Montreal;2/19/2002;22;(W) Defensive;Left Handed;None;18;10;20;13;13;13;8;13;5;16;7;11;11;5;10;12;11;13;11;16;15;16;11;8;10;5;8;9;12;10;4;6;6;1;1;1;1;1;
12726;Christopher Sörensen;Sweden;---;0;0;0;12292;Asplöven HC;First Division;Asplöven HC;First Division;LD;0;Göteborg;7/17/2001;22;(D) Standard;Left Handed;None;15;11;20;26;26;26;7;9;4;5;9;11;6;4;10;11;9;11;12;7;13;19;13;3;5;1;7;9;13;12;2;8;5;1;1;1;1;1;
12727;Rene Carpender;Canada;---;0;0;0;2595;Toronto Red Wings;GTHL;Toronto Red Wings;GTHL;RW;0;Owen Sound;2/5/2007;17;(W) Sniper;Left Handed;None;2;17;20;41;41;41;8;1;3;1;8;3;1;1;4;7;6;3;1;5;9;7;1;6;6;1;5;2;1;1;4;4;4;1;1;1;1;1;
12729;Jason-Dylan Griffin;Canada;---;0;0;0;17617;Regina Pats;WHL;Regina Pats;WHL;G;0;Wilcox;11/11/2004;19;(G) Hybrid style;Left Handed;None;20;1;1;1;1;1;20;1;6;13;3;13;20;1;15;10;17;9;1;4;16;1;1;1;1;1;1;6;9;10;1;8;1;10;13;8;8;9;
12730;Aharon Pitlick;United States;---;0;0;0;1341;Bemidji State Beavers;WCHA;Bemidji State Beavers;WCHA;LD;0;Faribault;6/26/2006;17;(D) Defensive;Right Handed;None;18;5;18;8;8;8;8;19;6;6;8;8;10;4;11;8;8;10;10;9;10;7;9;1;3;1;6;1;7;9;4;5;5;1;1;1;1;1;
12731;Donny Scarsella;United States;---;0;0;0;7702;Shattuck-St. Mary's;HS-MN;Shattuck-St. Mary's;HS-MN;LD, RD;0;Duluth;8/6/2009;14;(D) Playmaker (Physical);Left Handed;None;8;13;18;22;22;22;11;4;6;10;14;8;7;7;5;7;5;3;3;7;7;7;3;5;9;1;9;6;5;5;3;4;6;1;1;1;1;1;
12732;Arkadi Zhuk;Belarus;---;0;0;0;49970;HK Sarov;Vysshaya Liga;Torpedo Nizhny Novgorod;Kontinental Hockey League;G;0;Zhlobin;6/18/2001;22;(G) Hybrid style;Left Handed;None;20;1;20;32;32;32;19;9;5;8;3;11;8;1;9;1;12;10;1;1;15;1;1;1;1;1;1;8;6;8;1;7;1;10;7;7;2;6;
12733;David Schlenker;Germany;---;0;0;0;30600;EHC Red Bull München;DEL;EHC Red Bull München;DEL;LW, C;0;Essen;6/27/2002;21;(C) Power Forward;Left Handed;None;12;14;19;85;85;85;18;9;5;5;9;5;6;6;7;7;8;7;6;10;11;18;4;9;4;6;3;3;2;5;7;4;9;1;1;1;1;1;
12735;Andy Huff;United States;---;0;0;0;6041;HC 46 Bardejov;Second Division;HC 46 Bardejov;Second Division;LW, RW;0;Howell;5/30/1992;31;(W) Power Forward;Right Handed;None;10;14;20;0;12;0;11;8;11;9;7;11;7;9;8;4;6;5;8;4;6;11;7;8;8;4;6;4;5;11;6;9;7;1;1;1;1;1;
12739;Cole Huggins;United States;---;0;0;0;26827;Indy Fuel;ECHL;Rockford IceHogs;AHL;G;0;Englewood;5/22/1992;31;(G) Butterfly style;Left Handed;College;20;1;9;0;0;0;12;6;5;7;7;8;5;1;6;4;9;9;1;4;4;9;1;1;1;1;1;5;8;10;1;4;1;11;10;10;8;7;
12740;Alexei Viter;Belarus;---;0;0;0;10166;HK Gomel;Belarus League;HK Gomel;Belarus League;LD;0;Zhdanovichi;3/30/2001;22;(D) Defensive (Physical);Left Handed;None;16;10;20;19;19;19;7;3;2;5;6;11;2;3;6;7;5;11;9;7;9;15;9;1;2;1;1;3;8;8;3;1;1;1;1;1;1;1;
12742;Roy Downing;United States;---;0;0;0;1854;Ferris State Bulldogs;WCHA;Ferris State Bulldogs;WCHA;C, RW;0;Muskegon;5/22/2003;20;(W) Playmaker;Right Handed;None;6;18;20;33;33;33;9;3;9;6;3;9;5;11;11;14;6;6;1;10;11;6;4;9;8;1;6;10;3;1;5;4;4;1;1;1;1;1;
12743;Keith Seckel;United States;---;0;0;0;1312;Phoenix Firebirds;USU16W;Phoenix Firebirds;USU16W;G;0;Tempe;12/6/2007;16;(G) Hybrid style;Left Handed;None;15;6;16;35;35;35;20;4;3;19;1;12;7;1;13;1;10;5;1;4;9;1;1;1;1;1;1;1;3;6;1;1;1;3;2;6;1;8;
12745;Kyle Hughes;United States;---;0;0;0;2295;Brantford Blast;Allan Cup;Brantford Blast;Allan Cup;LW, C;0;---;10/14/1990;33;(C) Grinder;Left Handed;College;13;10;20;0;0;0;16;8;5;6;10;7;6;4;7;4;4;2;5;5;5;7;6;6;5;9;3;3;5;7;3;4;5;1;1;1;1;1;
12746;Kenneth Misiak;United States;---;0;0;0;2199;Boston College Eagles;HE;Boston College Eagles;HE;LW, RW;0;East Moriches;11/18/2003;20;(W) All around;Right Handed;None;13;11;20;64;64;64;14;3;2;9;6;9;15;1;16;20;7;9;4;18;14;8;7;5;5;1;5;9;8;7;4;4;3;1;1;1;1;1;
12747;Quinton Hughes;United States;Canada;0;0;0;5375;MUKS Naprzod Janow;Elite League;MUKS Naprzod Janow;Elite League;LD;0;Toronto;10/14/1999;24;(D) Offensive (Finesse);Left Handed;None;11;16;20;0;0;0;7;5;7;10;2;9;13;9;8;7;10;8;7;8;11;15;7;7;8;1;13;12;10;7;12;11;12;1;1;1;1;1;
12749;Landon Montambault;United States;---;0;0;0;1854;Ferris State Bulldogs;WCHA;Ferris State Bulldogs;WCHA;G;0;Plymouth;1/5/2002;22;(G) Hybrid style;Left Handed;None;20;1;20;35;35;35;13;11;2;4;8;5;7;1;3;5;11;7;1;1;13;3;1;1;1;1;1;5;7;8;1;3;1;6;6;7;3;6;
12750;Quinn Powers;United States;---;0;0;0;11367;Lincoln Stars;USHL;Lincoln Stars;USHL;LW;0;Narragansett;12/25/2006;17;(W) Defensive;Left Handed;None;18;4;8;60;60;60;19;5;2;4;9;8;7;1;9;14;6;11;3;10;12;10;8;3;5;1;5;6;7;7;2;3;4;1;1;1;1;1;
12751;Jeff Holl;United States;---;0;0;0;2191;Harvard Crimson;ECAC;Harvard Crimson;ECAC;LD, RD;0;Lansing;12/7/2005;18;(D) Offensive (Physical);Left Handed;None;10;13;20;4;4;4;16;10;8;4;8;10;10;11;10;8;9;7;5;7;10;12;6;3;6;1;9;4;1;4;6;4;5;1;1;1;1;1;
12752;Oetting Chelios;United States;---;0;0;0;1312;Chicago Chill U16;USU16E;Chicago Chill U16;USU16E;RD;0;Orland Park;11/29/2007;16;(D) Playmaker;Right Handed;None;10;15;19;7;7;7;10;16;13;8;3;5;12;9;8;6;2;4;4;13;6;10;5;5;8;1;9;7;5;4;3;5;5;1;1;1;1;1;
12753;Cullen Olczyk;United States;---;0;0;0;5312;Grafton/Park River;HS-ND;Grafton/Park River;HS-ND;LW, RW;0;Grafton;1/11/2008;16;(W) All around;Right Handed;None;15;8;20;52;52;52;12;6;3;8;6;5;11;3;12;10;5;7;8;7;9;4;8;2;3;2;3;6;8;9;4;4;6;1;1;1;1;1;
12754;George Gaudet;United States;---;0;0;0;5312;Eau Claire Memorial;HS-WI;Eau Claire Memorial;HS-WI;LD;0;Somerset;7/8/2008;15;(D) Pointman (Finesse);Left Handed;None;8;12;20;25;25;25;11;2;7;1;11;1;15;7;12;6;5;4;1;10;7;2;1;4;7;1;7;3;1;3;5;4;6;1;1;1;1;1;
12756;Camden Daniels;United States;---;0;0;0;15220;Spokane Chiefs;WHL;Spokane Chiefs;WHL;RD;0;Mankato;4/4/2007;16;(D) Defensive (Physical);Right Handed;None;17;6;20;3;3;3;16;6;4;8;6;12;14;4;17;4;4;11;10;7;6;13;6;3;3;1;1;2;7;8;4;2;2;1;1;1;1;1;
12757;Drew Hunter;United States;---;0;0;0;5166;Bilyy Bars Bila Tserkva;Ukr;Bilyy Bars Bila Tserkva;Ukr;LD;0;Livonia;2/6/1999;25;(D) Standard;Left Handed;Major Junior;10;15;20;0;0;0;5;7;7;10;9;6;16;7;18;11;10;9;5;10;10;15;6;7;7;1;7;7;6;9;7;7;7;1;1;1;1;1;
12758;Henry Leboutillier;Canada;---;0;0;0;15220;Spokane Chiefs;WHL;Spokane Chiefs;WHL;C, RW;0;St. Jean Baptiste;10/15/2003;20;(C) Playmaker (Physical);Right Handed;None;8;15;20;10;10;10;20;14;9;7;10;10;2;9;4;7;5;9;6;7;14;20;1;6;4;8;6;7;1;2;5;2;6;1;1;1;1;1;
12759;Frantisek Gavac;Slovakia;---;0;0;0;15875;HC Kosice;Slovakian Liga;HC Kosice;Slovakian Liga;LW, RW;0;Humenné;9/25/2005;18;(W) All around;Right Handed;None;8;16;13;41;41;41;11;2;13;9;9;6;12;9;16;12;10;8;4;13;14;8;7;10;6;3;9;8;7;8;7;7;9;1;1;1;1;1;
12760;Connor Hurley;United States;---;0;0;0;16312;Toledo Walleye;ECHL;Toledo Walleye;ECHL;C;0;Eagan;9/15/1995;28;(C) Power Forward;Left Handed;College;9;18;20;0;0;0;6;6;12;9;10;10;13;12;13;8;9;11;13;8;8;13;7;10;7;15;6;9;7;10;8;9;9;1;1;1;1;1;
12761;Léo Bounoure;Canada;---;0;0;0;15330;Acadie-Bathurst Titan;QMJHL;Acadie-Bathurst Titan;QMJHL;LD;0;Riviere-Du-Loup;3/4/2004;19;(D) Defensive (Physical);Left Handed;None;18;6;20;11;11;11;11;19;4;5;7;8;16;4;13;7;4;13;10;8;14;12;10;3;1;1;3;5;9;5;1;2;2;1;1;1;1;1;
12762;Alexander Letov;Kazakhstan;---;0;0;0;5998;Ertis Pavlodar U18;Russia U18;Ertis Pavlodar U18;Russia U18;RW;0;Pavlodar;7/25/2007;16;(W) Defensive;Left Handed;None;19;3;20;28;28;28;18;1;1;6;2;10;6;3;11;12;8;10;4;10;5;3;7;4;1;2;4;5;9;8;2;2;2;1;1;1;1;1;
12763;Justin Hussar;United States;---;0;0;0;6750;Manchester Phoenix;English Premier League;Manchester Phoenix;English Premier League;LW, C;0;Lancaster;10/1/1992;31;(W) Power Forward;Left Handed;College;12;16;19;18;18;0;16;11;11;11;8;11;12;9;11;6;7;4;8;5;5;12;6;11;7;2;7;6;6;10;7;7;8;1;1;1;1;1;
12764;Lee Alain;Canada;---;0;0;0;1500;Superior Eagles;HNO;Superior Eagles;HNO;LD;0;Kars;3/9/2008;15;(D) Offensive;Left Handed;None;7;15;16;7;7;7;5;1;12;4;12;8;8;10;6;8;5;4;1;6;9;11;1;5;3;1;6;4;3;2;7;5;5;1;1;1;1;1;
12765;Merrick Lynn;United States;---;0;0;0;17750;U.S. National Development Team U17;USHL;U.S. National Development Team U17;USHL;G;0;Worcester;5/31/2007;16;(G) Hybrid style;Left Handed;None;20;1;20;37;37;37;12;1;6;6;2;11;8;1;6;7;13;11;1;6;8;1;1;1;1;1;1;5;7;9;1;5;1;8;7;6;5;7;
12767;Ryan Hutchinson;United States;---;0;0;0;3625;Danbury Titans;FHL;Danbury Titans;FHL;RD;0;Bloomingdale;3/30/1995;28;(D) Defensive (Physical);Right Handed;None;13;11;20;18;18;0;13;13;3;7;8;9;7;3;9;8;9;11;10;8;6;11;9;3;5;1;4;3;7;11;3;2;4;1;1;1;1;1;
12768;Logan Hutsko;United States;---;0;0;0;16312;Cincinnati Cyclones;ECHL;Cincinnati Cyclones;ECHL;RW;0;North Caldwell;2/11/1999;25;(W) Playmaker (Finesse);Right Handed;College;7;17;17;0;0;0;8;4;10;5;10;8;4;15;9;16;8;7;1;12;7;3;5;6;10;1;9;8;3;5;8;6;8;1;1;1;1;1;
12769;Christioh Meyer;Switzerland;---;0;0;0;33921;ZSC Lions;National League A;ZSC Lions;National League A;LW, C;0;Sierre;5/13/2001;22;(C) Power Forward;Left Handed;None;11;18;20;68;68;68;5;4;8;10;5;5;10;13;7;8;6;12;7;11;7;9;2;11;4;9;6;4;2;3;7;1;10;1;1;1;1;1;
12770;Cody Sommer;United States;---;0;0;0;5312;Academy of Holy Angels;HS-MN;Academy of Holy Angels;HS-MN;C;0;Richfield;10/26/2006;17;(C) Defensive;Left Handed;None;18;5;1;74;74;74;18;7;3;12;8;12;10;3;9;13;5;6;6;13;14;12;10;3;6;6;2;6;9;8;1;4;2;1;1;1;1;1;
12771;Ludvig Arildsson;Sweden;---;0;0;0;6068;IF Troja-Ljungby;First Division;IF Troja-Ljungby;First Division;LW, RW;0;Malmö;5/9/2001;22;(W) Power Forward;Left Handed;None;6;17;20;44;44;44;11;7;10;19;7;11;14;12;15;8;2;7;5;7;14;12;2;9;2;2;7;4;3;4;3;2;8;1;1;1;1;1;
12772;Tommy Krygier;United States;---;0;0;0;11377;Des Moines Buccaneers;USHL;Des Moines Buccaneers;USHL;RW;0;Des Moines;6/30/2003;20;(W) Finesse;Right Handed;None;13;8;1;66;66;66;6;5;3;14;5;9;12;3;7;11;4;6;1;15;12;3;3;1;2;1;1;2;6;2;2;6;3;1;1;1;1;1;
12775;Matt Iacopelli;United States;---;0;0;0;15169;Bordeaux GH 2000;Magnus League;Bordeaux GH 2000;Magnus League;RW;0;Woodhaven;5/15/1994;29;(W) Sniper (Physical);Left Handed;College;8;18;20;0;0;0;12;8;11;7;10;11;11;10;12;10;10;7;10;9;9;13;8;10;8;6;11;7;7;10;11;9;10;1;1;1;1;1;
12776;Tucker Bennett;United States;---;0;0;0;16795;North Bay Battalion;OHL;North Bay Battalion;OHL;LD;0;Laurel;3/1/2003;20;(D) Defensive (Physical);Left Handed;None;11;9;20;44;44;44;7;7;4;7;6;9;8;4;7;9;3;18;7;8;11;15;9;1;3;1;2;4;9;6;2;2;1;1;1;1;1;1;
12778;Max Iafrate;United States;---;0;0;0;11957;Jonquière Marquis;LNAH;Jonquière Marquis;LNAH;RD;0;Livonia;3/28/1994;29;(D) Pointman (Physical);Right Handed;Major Junior;15;10;20;34;34;0;9;15;10;2;13;9;3;9;4;6;4;5;6;4;4;11;7;7;8;1;5;8;7;11;8;7;6;1;1;1;1;1;
12779;Jide Idowu;United States;---;0;0;0;5368;KJT Hockey;Suomi-Sarja;KJT Hockey;Suomi-Sarja;RD;0;---;3/5/1992;31;(D) Defensive (Physical);Left Handed;None;14;9;19;0;0;0;19;17;3;8;9;8;8;3;7;6;6;8;7;7;10;12;9;5;4;1;4;6;9;9;4;2;4;1;1;1;1;1;
12780;Andy Iles;United States;---;0;0;0;15489;Heilbronner Falken;DEL2;Heilbronner Falken;DEL2;G;0;Ithaca;1/30/1992;32;(G) Butterfly style;Left Handed;None;20;1;16;29;30;0;8;7;9;7;5;10;8;1;9;1;8;5;1;3;4;2;1;1;1;1;1;2;5;11;1;1;1;11;11;8;10;7;
12783;Barnabas Johnstone;United States;---;0;0;0;1341;Army Black Knights;Atlantic Hockey;Army Black Knights;Atlantic Hockey;LD;0;Binghamton;2/23/2003;21;(D) Rugged;Right Handed;None;17;5;1;7;7;7;15;11;2;2;11;2;6;1;7;7;1;13;9;6;11;20;8;1;2;1;3;2;4;7;3;1;3;1;1;1;1;1;
12784;Dane Gaynor;Canada;---;0;0;0;17842;Saint John Sea Dogs;QMJHL;Saint John Sea Dogs;QMJHL;LW, RW;0;Miramichi;11/18/2005;18;(W) Power Forward;Right Handed;None;13;16;1;12;12;12;14;7;12;16;9;10;13;4;16;9;7;9;7;9;15;14;6;10;4;3;6;6;2;4;7;5;10;1;1;1;1;1;
12785;Jalen Wilson;United States;---;0;0;0;93836;Lehigh Valley Phantoms;AHL;Philadelphia Flyers;NHL;RW;0;Howell;9/17/2003;20;(W) All around;Right Handed;None;13;14;8;19;19;19;17;8;11;15;6;12;18;13;19;20;10;9;7;17;17;9;13;11;10;7;16;14;8;10;10;10;14;1;1;1;1;1;
12787;Damien Milot;Canada;---;0;0;0;17842;Saint John Sea Dogs;QMJHL;Saint John Sea Dogs;QMJHL;C;0;Lachine;11/25/2006;17;(C) All around;Right Handed;None;13;15;6;55;55;55;16;1;12;14;5;12;20;12;14;11;6;9;3;11;11;8;11;8;10;14;14;12;6;10;8;9;13;1;1;1;1;1;
12788;Len Archibald;United States;---;0;0;0;16722;Oshawa Generals;OHL;Oshawa Generals;OHL;G;0;Lansing;11/29/2005;18;(G) Acrobatic style;Right Handed;None;20;1;17;37;37;37;17;4;4;7;6;8;8;1;9;1;11;7;1;5;9;1;1;1;1;1;1;6;6;6;1;6;1;10;9;3;1;7;
12789;Remy Morrissey;Canada;---;0;0;0;16555;Medicine Hat Tigers;WHL;Medicine Hat Tigers;WHL;RD;0;Calgary;12/22/2006;17;(D) Defensive (Physical);Right Handed;None;15;7;1;3;3;3;15;2;5;10;8;11;14;5;13;8;8;12;8;9;16;17;9;5;4;1;4;2;6;6;3;3;4;1;1;1;1;1;
12790;Tyler Irvine;United States;---;0;0;0;16312;Allen Americans;ECHL;Allen Americans;ECHL;C, RW;0;Livonia;5/15/1996;27;(W) Finesse;Right Handed;College;12;12;18;0;0;0;6;4;15;12;10;9;16;13;13;8;10;6;3;8;11;5;6;5;9;3;7;9;7;9;4;10;7;1;1;1;1;1;
12791;Kevin Irwin;United States;---;0;0;0;9700;HC Caen;National League 1;HC Caen;National League 1;RW;0;---;7/9/1993;30;(W) Power Forward;Right Handed;College;10;13;18;0;8;0;15;12;10;10;8;10;10;8;11;6;6;4;8;7;7;10;6;10;9;3;7;3;6;9;6;4;8;1;1;1;1;1;
12794;Christian Isackson;United States;---;0;0;0;6933;TH Unia Oswiecim;Elite League;TH Unia Oswiecim;Elite League;C, RW;0;St. Paul;1/20/1992;32;(W) Playmaker (Physical);Right Handed;College;13;13;19;0;22;0;12;9;11;8;10;11;11;12;11;6;6;6;8;6;6;12;5;6;8;4;10;11;6;8;6;12;5;1;1;1;1;1;
12795;Zach Ames;United States;---;0;0;0;4000;Scarborough Ice Raiders;GTHL;Scarborough Ice Raiders;GTHL;LW;0;Honolulu;7/25/2006;17;(W) Playmaker (Physical);Left Handed;None;6;16;20;24;24;24;17;20;11;12;13;11;18;13;19;7;6;8;4;7;13;14;1;8;2;1;4;3;3;1;2;2;3;1;1;1;1;1;
