Id;Name;Nation;Estimated Value;Club Playing;Division Playing;Club Contracted;Division Contracted;Positions Short;Birth Town;Date Of Birth;Age;Handedness;Junior Preference;Morale;Squad Number;Determination;Goaltender;Left Defense;Right Defense;Left Wing;Center;Right Wing;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Fighting;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
12598;Thomas Lalonde;Canada;16395;Sudbury Wolves;OHL;Sudbury Wolves;OHL;RD;Bethany;8/11/2002;17;Right Handed;None;17;6;18;1;12;20;1;1;1;5;3;9;9;8;11;3;8;8;7;8;1;7;8;15;7;9;3;2;2;5;7;8;9;4;5;2;1;1;1;1;1;
12599;Yulian Yeremeyev;Kazakhstan;5350;Skellefteå AIK J18;J18 Elit;Skellefteå AIK J18;J18 Elit;LD, RD;Ust-Kamenogorsk;11/2/2001;18;Left Handed;None;15;8;10;1;18;20;1;1;1;18;1;4;7;6;8;8;4;9;8;7;1;5;7;10;9;3;3;4;1;5;5;5;4;3;4;3;1;1;1;1;1;
12600;Caleb Herbert;United States;16312;Rapid City Rush;ECHL;Rapid City Rush;ECHL;LW, C, RW;Bloomington;10/12/1991;28;Right Handed;None;19;40;14;1;1;1;17;16;20;12;8;7;11;5;9;8;8;9;7;6;7;7;8;6;8;7;10;9;5;9;9;4;6;7;9;9;1;1;1;1;1;
12601;Glen Morin;Canada;15192;Cape Breton Screaming Eagles;QMJHL;Cape Breton Screaming Eagles;QMJHL;LW, RW;Moncton;5/1/2002;17;Right Handed;None;20;49;7;1;1;1;18;11;20;5;11;6;8;11;8;5;8;7;4;6;5;6;10;11;8;5;10;3;2;6;6;2;3;6;3;6;1;1;1;1;1;
12602;Ryan Jacobs;United States;5487;Long Beach Bombers;Western States League;Long Beach Bombers;Western States League;LW;Bradenton;8/1/2002;17;Left Handed;None;20;42;8;1;1;1;20;14;12;16;2;7;7;5;8;1;10;11;6;7;1;4;7;9;13;8;3;2;1;4;5;6;6;2;2;3;1;1;1;1;1;
12603;Andis Pujats;Latvia;22233;Dinamo Riga;Kontinental Hockey League;Dinamo Riga;Kontinental Hockey League;RD;Ogre;8/1/2001;18;Left Handed;None;20;7;18;1;12;20;1;1;1;8;6;7;6;14;11;7;5;10;9;16;2;10;13;15;16;7;4;4;2;2;3;11;11;5;4;3;1;1;1;1;1;
12604;Randy Hernandez;United States;16435;Sault Ste. Marie Greyhounds;OHL;Sault Ste. Marie Greyhounds;OHL;RW;Miami;1/12/1999;21;Right Handed;None;15;0;17;1;1;1;12;12;20;3;13;11;11;7;15;13;20;15;11;7;1;3;15;15;13;7;7;4;1;10;6;3;7;5;4;11;1;1;1;1;1;
12607;Gudmundur Snorri Magnusson;Iceland;1312;Skautafélag Reykjavíkur 2 Flokkur;Icelandic U18;Skautafélag Reykjavíkur 2 Flokkur;Icelandic U18;RD;Reykjavík;1/4/2003;17;Right Handed;None;18;65;17;1;12;20;1;1;1;20;7;2;8;4;5;9;7;9;10;7;2;5;7;6;6;5;5;7;1;9;6;2;3;5;5;4;1;1;1;1;1;
12609;Thierry Mertz;Luxembourg;1187;IHC Beaufort U22;Lux U22;IHC Beaufort U22;Lux U22;LD;Esch-sur-Alzette;1/1/1998;22;Left Handed;None;20;6;4;1;20;10;1;1;1;2;1;2;7;8;3;1;1;5;5;4;1;7;4;5;5;3;1;2;1;1;2;6;7;2;2;1;1;1;1;1;1;
12610;Jared Reynolds;United States;1312;San Diego Midget Gulls;CAHA;San Diego Midget Gulls;CAHA;RD;Escondido;12/13/2003;16;Right Handed;None;13;7;9;1;12;20;1;1;1;13;7;11;6;12;10;7;15;11;10;13;1;12;8;12;10;11;3;7;3;3;3;11;9;5;5;3;1;1;1;1;1;
12611;Piotr Malkow;Poland;1541;MKS Sokoly Torun U20;Polish Junior;MKS Sokoly Torun U20;Polish Junior;LW;Torun;4/11/2001;18;Left Handed;None;19;39;8;1;1;1;20;9;12;9;12;15;2;5;4;11;1;4;5;7;3;2;6;7;9;2;5;1;1;1;1;1;1;2;1;7;1;1;1;1;1;
12613;Trever Hertz;United States;8870;Huntsville Havoc;SPHL;Huntsville Havoc;SPHL;LW;---;10/11/1989;30;Left Handed;None;20;0;18;1;1;1;20;14;12;1;11;11;9;9;15;10;13;12;12;8;2;6;12;14;10;11;10;8;4;7;9;8;12;7;8;8;1;1;1;1;1;
12614;Keaton Kearns;United States;5312;Buckingham Browne & Nichols;NEPSIHA;Buckingham Browne & Nichols;NEPSIHA;RD;Cambridge;5/27/2002;17;Left Handed;None;6;20;17;1;14;20;1;1;1;8;4;4;9;10;9;4;16;7;8;14;1;7;7;7;8;7;1;2;1;1;1;8;5;4;1;2;1;1;1;1;1;
12615;François Boudreau;France;1312;Amiens Somme HC Espoirs;French Espoirs;Amiens Somme HC Espoirs;French Espoirs;LW;Agde;1/12/2001;19;Right Handed;None;16;11;10;1;1;1;20;13;12;18;9;9;10;9;3;5;8;7;4;6;3;3;7;9;12;1;7;3;1;7;3;3;4;5;1;5;1;1;1;1;1;
12616;Hugo Wray;Canada;2562;Notre Dame Bantam AAA Hounds;SSBHL;Notre Dame Bantam AAA Hounds;SSBHL;LD, RD;Wilcox;2/7/2005;15;Left Handed;None;20;6;12;1;20;18;1;1;1;4;10;15;9;13;14;12;13;5;5;5;1;1;7;6;5;1;5;5;1;8;7;5;5;6;8;10;1;1;1;1;1;
12618;Dave Abbott;Great Britain;1312;Haringey Hounds U16;British U16;Haringey Hounds U16;British U16;LW;Lino Lakes;1/23/2004;16;Right Handed;None;19;64;15;1;1;1;20;9;12;16;1;6;10;1;2;9;4;6;5;3;7;4;7;9;8;5;7;3;1;5;4;1;1;7;3;7;1;1;1;1;1;
12619;Will Sabatini;United States;11445;Lincoln Stars;USHL;Lincoln Stars;USHL;LW;Wakefield;9/27/2002;17;Left Handed;None;18;73;16;1;1;1;20;1;12;1;1;1;8;1;3;1;1;6;4;7;1;3;11;11;6;9;4;2;1;4;4;5;8;3;4;5;1;1;1;1;1;
12620;Marc Hetnik;United States;3250;Villard-de-Lans;National League 2;Villard-de-Lans;National League 2;LD, RD;Brookline;4/15/1992;27;Left Handed;College;19;0;15;1;20;18;7;7;7;9;5;15;7;14;14;5;18;7;9;10;3;10;4;6;8;10;4;4;3;5;5;8;11;4;2;4;1;1;1;1;1;
12621;Jacob Hetz;United States;18115;Atlanta Gladiators;ECHL;Atlanta Gladiators;ECHL;LW;Glenshaw;6/26/1994;25;Left Handed;College;18;0;12;1;1;1;20;12;14;1;11;9;11;8;10;14;15;5;11;4;2;3;7;5;2;4;12;13;1;11;3;4;5;13;5;14;1;1;1;1;1;
12622;Arseni Nikolishin;Russia;8065;Lokomotiv Yaroslavl U17;Russia U17;Lokomotiv Yaroslavl U17;Russia U17;LW;Yaroslavl;6/1/2002;17;Left Handed;None;20;49;10;1;1;1;20;9;12;11;2;13;8;12;13;2;14;8;3;12;1;5;9;10;6;8;1;4;2;1;3;7;6;1;4;2;1;1;1;1;1;
12623;Stepán Kurítko;Czech Republic;8375;HC AZ Havírov 2010;WSM Liga;HC AZ Havírov 2010;WSM Liga;LD;Karlovy Vary;2/13/2001;19;Right Handed;None;20;28;18;1;20;12;1;1;1;4;11;10;9;7;10;11;12;16;10;11;1;4;14;12;7;8;10;11;1;10;9;8;10;9;7;8;1;1;1;1;1;
12624;Brett Hextall;United States;14317;Cardiff Devils;Elite League;Cardiff Devils;Elite League;C, RW;Philadelphia;4/2/1988;31;Right Handed;College;19;16;16;1;1;1;12;18;20;17;7;14;8;12;16;8;18;10;10;12;12;13;11;9;11;12;8;7;9;7;7;10;12;7;7;6;1;1;1;1;1;
12625;Samson Valadon;France;1330;Briançon HC Espoirs;French Espoirs;Briançon HC Espoirs;French Espoirs;LD;Lyon;11/25/2002;17;Left Handed;None;20;29;13;1;20;10;1;1;1;1;1;5;6;2;1;3;6;5;4;10;1;5;6;2;14;6;1;1;1;2;1;4;5;4;1;1;1;1;1;1;1;
12626;Milos Wolf;Czech Republic;10441;CEZ Motor Ceské Budejovice;WSM Liga;CEZ Motor Ceské Budejovice;WSM Liga;LW, RW;Ceské Budejovice;5/29/2001;18;Left Handed;None;20;30;6;1;1;1;20;9;18;6;11;17;10;11;10;13;9;8;6;7;8;7;6;10;9;5;10;3;4;3;4;3;3;8;1;8;1;1;1;1;1;
12628;Beau Paige;United States;5312;Albany Academy;NEPSIHA;Albany Academy;NEPSIHA;RW;Niagara Falls;9/14/2002;17;Right Handed;None;8;11;9;1;1;1;12;9;20;11;2;3;3;5;6;2;8;10;4;11;6;7;7;13;9;4;2;3;2;2;2;6;6;2;2;1;1;1;1;1;1;
12629;Dominic Vichorek;United States;3062;Milles-Îles Seigneurs;Midget Espoir;Milles-Îles Seigneurs;Midget Espoir;C, RW;Marquette;3/18/2002;17;Right Handed;None;20;25;14;1;1;1;12;16;20;14;7;7;11;4;6;11;6;7;6;11;1;5;8;13;11;2;5;6;1;8;7;1;2;7;4;7;1;1;1;1;1;
12630;Erik Higby;United States;7562;Nice Hockey Cote d'Azur;Magnus League;Nice Hockey Cote d'Azur;Magnus League;LW;New Braunfels;7/8/1989;30;Left Handed;College;20;10;2;1;1;1;20;9;12;9;10;13;10;12;13;11;13;12;10;6;2;6;13;14;11;9;8;8;5;8;6;8;12;5;10;5;1;1;1;1;1;
12632;Chris Higgins;United States;11190;WSV Sterzing Broncos;Alps League;WSV Sterzing Broncos;Alps League;LW, RW;Moose Lake;4/30/1986;33;Right Handed;None;20;68;11;1;1;1;20;14;16;2;13;8;7;8;11;14;9;4;4;2;1;3;4;6;2;5;4;10;1;7;7;6;7;6;9;8;1;1;1;1;1;
12633;Janne Gustafsson;Sweden;18570;Timrå IK;HockeyAllsvenskan;Timrå IK;HockeyAllsvenskan;RW;Lidingö;7/21/2001;18;Left Handed;None;20;46;14;1;1;1;1;1;20;4;12;13;2;11;16;9;14;9;12;9;8;11;8;8;11;8;7;5;2;4;7;7;9;6;6;5;1;1;1;1;1;
12634;Simone Ambach;Italy;2562;Asiago Hockey AS Jrs;Ita Jrs;Asiago Hockey AS Jrs;Ita Jrs;LW, RW;Asiago;7/3/2001;18;Left Handed;None;5;15;12;1;1;1;18;9;20;1;2;11;5;6;8;2;9;10;4;11;1;5;14;6;7;7;2;2;2;3;5;6;8;1;4;5;1;1;1;1;1;
12635;Austin Benson;United States;4727;Culver Military Academy;HS-IN;Culver Military Academy;HS-IN;LD;Indianapolis;10/16/2002;17;Left Handed;None;20;22;20;1;20;1;1;1;1;3;9;1;13;1;6;7;6;7;6;4;1;1;10;10;4;6;5;7;1;4;8;3;2;6;4;7;1;1;1;1;1;
12636;Mojmír Fiala;Czech Republic;1655;HC Ocelári Trinec U16;Czech Jr Extraliga U16;HC Ocelári Trinec U16;Czech Jr Extraliga U16;LW, RW;Príbram;12/4/2003;16;Left Handed;None;20;81;9;1;9;12;18;10;20;4;7;14;10;10;10;5;11;5;7;8;1;5;5;9;6;5;3;5;3;6;3;4;4;4;6;7;1;1;1;1;1;
12637;Jake Hildebrand;United States;8708;HDD SIJ Acroni Jesenice;Alps League;HDD SIJ Acroni Jesenice;Alps League;G;Pittsburgh;6/19/1993;26;Left Handed;College;19;30;10;20;1;1;1;1;1;9;10;8;8;9;9;1;11;5;9;9;3;1;6;8;10;1;1;1;1;1;4;7;9;1;3;1;10;11;10;9;10;
12638;Ara Arnold;United States;8960;Aston Rebels;NAHL;Aston Rebels;NAHL;LD, RD;Oak Park;10/16/2002;17;Right Handed;None;20;5;6;1;18;20;1;1;1;6;5;10;9;8;6;6;10;9;11;13;2;11;9;11;13;7;2;4;2;2;3;10;8;5;6;2;1;1;1;1;1;
12639;Brock Hill;United States;15132;Saginaw Spirit;OHL;Saginaw Spirit;OHL;RD;Gurnee;1/27/1999;21;Right Handed;Major Junior;14;0;14;1;12;20;1;1;1;8;1;8;7;9;18;1;13;8;6;9;1;6;7;6;18;9;1;1;1;3;3;7;9;1;1;1;1;1;1;1;1;
12640;Kaarlo Korpela;Finland;31084;Lappeenrannan SaiPa A-Jrs;Fin A-Jr SM-Liiga;Lappeenrannan SaiPa;Liiga;LW, RW;Kuopio;5/29/2002;17;Left Handed;None;20;39;7;1;1;1;17;10;20;3;13;14;11;12;19;12;17;8;2;7;5;5;7;11;11;5;10;2;4;5;5;3;2;3;1;7;1;1;1;1;1;
12641;Michal Ritomský;Slovakia;13771;HK Poprad Jr.;Slovakian Juniors;HK Poprad;Slovakian Liga;LD;Poprad;1/25/2001;19;Left Handed;None;20;7;17;1;20;14;1;1;1;10;7;13;2;2;7;7;7;7;9;14;6;9;8;6;8;8;4;6;1;4;8;8;9;5;4;2;1;1;1;1;1;
12643;Eric Schachle;United States;9677;Springfield Junior Blues;NAHL;Springfield Junior Blues;NAHL;RW;Worcester;5/5/2003;16;Right Handed;None;20;66;19;1;1;1;12;15;20;14;13;11;10;9;11;12;14;9;9;5;6;10;9;15;8;4;9;7;2;7;6;3;6;7;3;7;1;1;1;1;1;
12644;Roger Jodoin;Canada;15230;Blainville-Boisbriand Armada;QMJHL;Blainville-Boisbriand Armada;QMJHL;G;Montreal-Nord;4/10/2002;17;Left Handed;None;20;31;12;20;1;1;1;1;1;7;3;7;1;5;19;1;13;7;12;8;2;1;2;14;2;1;1;1;1;1;4;6;9;1;3;1;4;4;7;4;7;
12647;Bocek Svoboda;Czech Republic;1833;BK Havlíckzv Brod U18;Czech U18;BK Havlíckzv Brod U18;Czech U18;C, RW;Gottwaldov;6/20/2001;18;Left Handed;None;15;56;6;1;1;1;9;20;16;6;13;1;3;6;11;12;7;10;5;7;1;1;7;6;7;1;6;7;5;8;3;4;2;3;7;3;1;1;1;1;1;
12648;Connor Carney;United States;8597;Kingston Voyageurs;OJHL;Kingston Voyageurs;OJHL;G;Indianapolis;10/31/2002;17;Left Handed;None;20;37;14;20;1;1;1;1;1;16;4;2;3;7;5;1;8;4;15;7;1;1;3;14;3;1;1;1;1;1;2;7;6;1;1;1;6;8;6;2;4;
12649;Vince Hinostroza;United States;147981;Rochester Americans;AHL;Buffalo Sabres;NHL;C, RW;---;4/3/1994;25;Right Handed;College;6;23;15;1;1;1;11;20;18;11;14;9;14;12;13;14;13;15;16;10;5;6;14;11;8;11;11;11;11;14;15;11;12;9;13;13;1;1;1;1;1;
12651;Griffen Bauman;United States;1312;Philadelphia Junior Flyers U16;USU16E;Philadelphia Junior Flyers U16;USU16E;C, RW;Erie;9/14/2004;15;Left Handed;None;20;34;7;1;1;1;12;16;20;7;9;6;6;12;11;6;7;5;8;4;7;5;7;9;5;3;8;4;1;5;2;1;1;6;3;8;1;1;1;1;1;
12652;Chandler Arnold;United States;16230;Lethbridge Hurricanes;WHL;Lethbridge Hurricanes;WHL;LD, RD;Devils Lake;7/25/2003;16;Left Handed;None;1;2;20;1;20;18;1;1;1;11;12;8;16;10;12;9;7;8;11;9;3;6;8;13;10;7;7;9;1;7;9;1;7;10;5;5;1;1;1;1;1;
12654;Gudmundur Snorri Björnsson;Iceland;1312;Skautafélag Akureyrar 3 Flokkur;Icelandic U16;Skautafélag Akureyrar 3 Flokkur;Icelandic U16;RD;Akureyri;7/17/2004;15;Left Handed;None;20;25;15;1;10;20;1;1;1;20;7;5;8;9;6;7;10;7;8;10;2;6;7;8;5;6;8;9;2;6;5;3;5;6;5;5;1;1;1;1;1;
12656;Brady Hjelle;United States;10441;CEZ Motor Ceské Budejovice;WSM Liga;CEZ Motor Ceské Budejovice;WSM Liga;G;International Falls;5/3/1990;29;Right Handed;College;19;64;7;20;1;1;1;1;1;6;8;12;5;9;13;1;14;5;12;14;6;1;6;10;9;1;1;1;1;1;7;8;14;1;7;1;13;9;12;10;8;
12658;Benn Howe;United States;1341;RIT Tigers;Atlantic Hockey;RIT Tigers;Atlantic Hockey;LW, RW;Plymouth;7/9/2002;17;Left Handed;None;20;74;13;1;1;1;20;1;16;6;7;4;5;1;4;1;3;11;6;4;1;1;6;4;1;1;6;4;1;7;2;1;1;8;5;7;1;1;1;1;1;
12659;Soren Peterson;United States;0;---;---;---;---;LW;Rockville;5/14/2002;17;Left Handed;None;20;12;12;1;1;1;20;1;12;10;3;9;10;3;8;1;11;6;7;13;1;6;8;7;14;5;1;2;1;1;5;6;9;2;5;3;1;1;1;1;1;
12661;Ulf Lilleberg;Norway;1312;IHK Sparta Sarpsborg U17;---;IHK Sparta Sarpsborg U17;---;LW, RW;Bærum;6/26/2003;16;Left Handed;None;20;15;6;1;1;1;18;9;20;1;7;13;10;13;18;8;15;12;6;9;1;5;9;7;8;7;5;6;2;5;10;6;4;4;8;4;1;1;1;1;1;
12662;Mike Hoeffel;United States;10493;Piráti Chomutov;WSM Liga;Piráti Chomutov;WSM Liga;LW, RW;North Oaks;4/9/1989;30;Left Handed;Europe;20;0;14;1;1;1;20;9;16;11;8;14;8;9;15;10;15;13;12;13;8;9;13;16;13;12;9;7;7;10;10;10;14;7;7;8;1;1;1;1;1;
12663;Jack Hoey;United States;636;Massachusetts-Boston Beacons;ECAC East;Massachusetts-Boston Beacons;ECAC East;C;Fairfield;11/3/1998;21;Right Handed;College;20;0;10;1;1;1;9;20;12;15;1;7;5;6;15;3;10;9;9;5;1;4;6;11;14;8;2;3;6;2;6;7;7;2;4;4;1;1;1;1;1;
12664;Dakota Roenick;United States;1312;San Diego Midget Gulls;CAHA;San Diego Midget Gulls;CAHA;C, RW;Escondido;4/5/2004;15;Right Handed;None;20;39;6;1;1;1;14;16;20;3;6;3;13;3;5;9;4;7;5;6;1;1;9;6;3;1;6;6;1;6;7;1;1;4;3;5;1;1;1;1;1;
12665;Krip Hoffmann;United States;636;St. Norbert Green Knights;NCHA;St. Norbert Green Knights;NCHA;LW;Janesville;3/5/1997;23;Left Handed;College;20;0;16;1;1;1;20;1;12;18;3;8;8;5;7;3;7;6;9;6;1;5;10;13;9;8;5;2;3;2;8;8;7;2;3;4;1;1;1;1;1;
12666;Bryan Hogan;United States;10875;Kongsvinger Knights;GET Ligaen;Kongsvinger Knights;GET Ligaen;G;Highland;12/27/1988;31;Left Handed;None;20;42;14;20;1;1;1;1;1;17;5;12;10;9;6;1;4;6;10;11;3;1;1;4;11;1;1;1;1;1;2;5;12;1;3;1;10;11;9;6;10;
12668;Matthew Hohl;United States;4062;St. Louis Junior Blues;NA3HL;St. Louis Junior Blues;NA3HL;RD;Chesterfield;7/26/1999;20;Right Handed;None;15;0;17;1;12;20;1;1;1;10;3;6;10;3;13;1;17;7;5;11;4;9;7;9;13;9;1;2;1;3;1;7;8;1;1;1;1;1;1;1;1;
12669;Niko Miller;United States;5312;Apple Valley;HS-MN;Apple Valley;HS-MN;RD;Apple Valley;3/27/2003;16;Right Handed;None;1;55;11;1;12;20;1;1;1;10;5;10;3;9;3;5;6;9;6;15;1;10;10;11;10;7;1;5;1;1;2;6;6;3;3;1;1;1;1;1;1;
12670;Cason Hohmann;United States;95594;Manitoba Moose;AHL;Manitoba Moose;AHL;RW;Arlington;1/10/1993;27;Right Handed;College;10;10;13;1;1;1;12;15;20;6;14;6;14;13;12;14;13;12;12;9;4;5;10;9;7;6;9;13;9;12;13;5;9;9;13;9;1;1;1;1;1;
12671;Oliver Spiro;United States;5312;Marquette;HS-WI;Marquette;HS-WI;LW, RW;Plymouth;8/3/2002;17;Right Handed;None;20;11;13;1;1;1;18;10;20;13;4;9;9;5;15;2;10;7;8;11;1;8;7;7;12;6;5;2;2;4;6;6;7;2;4;2;1;1;1;1;1;
12673;Justin Holl;United States;13562;EHC Bregenzerwald;Alps League;EHC Bregenzerwald;Alps League;RD, RW;Excelsior;1/30/1992;28;Right Handed;College;20;41;8;1;12;20;12;9;16;8;9;6;8;8;15;7;16;13;8;11;8;11;14;13;13;10;7;9;1;8;11;14;12;8;10;7;1;1;1;1;1;
12674;Kristian Ohlsson;Sweden;15462;Almtuna IS;HockeyAllsvenskan;Almtuna IS;HockeyAllsvenskan;LW, RW;Göteborg;3/8/2001;19;Left Handed;None;20;61;7;1;1;1;16;9;20;11;14;6;9;7;11;4;8;8;9;4;6;6;8;13;8;5;9;4;3;4;6;2;5;8;4;7;1;1;1;1;1;
12675;Radomil Svoboda;Czech Republic;2750;Guelph Jr. Gryphons;SCTA;Guelph Jr. Gryphons;SCTA;LD, RD;Vyskov;11/11/2002;17;Left Handed;None;18;77;17;1;20;18;1;1;1;1;7;11;6;12;11;2;10;13;11;13;1;7;8;15;15;10;3;8;3;7;7;3;11;8;6;3;1;1;1;1;1;
12676;Frederick Hayes;United States;7757;Shattuck-St. Mary's;HS-MN;Shattuck-St. Mary's;HS-MN;G;Faribault;8/4/2005;14;Left Handed;None;1;31;16;20;1;1;1;1;1;5;5;8;9;12;10;1;11;6;10;6;1;1;5;11;1;1;1;1;1;1;4;4;6;1;2;1;5;6;3;10;7;
12677;Shayne Salhany;United States;4062;Trois-Rivières Estacades;QMHL;Trois-Rivières Estacades;QMHL;G;Milwaukee;2/3/2002;18;Left Handed;None;17;39;13;20;1;1;1;1;1;1;4;17;10;11;12;1;7;2;9;7;1;1;6;13;1;1;1;1;1;1;2;5;5;1;4;1;6;5;3;4;5;
12678;Vladislav Karpov;Russia;8065;Spartak Moscow U17;Russia U17;Spartak Moscow U17;Russia U17;LD, RD;Lipetsk;4/5/2003;16;Left Handed;None;20;5;12;1;20;16;1;1;1;5;3;8;11;12;6;1;13;7;7;8;5;8;4;6;7;3;2;1;1;1;1;2;6;2;1;1;1;1;1;1;1;
12680;Rhett Hayes;United States;6547;Warroad;HS-MN;Warroad;HS-MN;G;Warroad;11/29/2004;15;Left Handed;None;1;35;12;20;1;1;1;1;1;7;5;17;3;12;19;1;13;4;13;7;1;1;5;11;2;1;1;1;1;1;2;2;9;1;1;1;6;5;5;1;7;
12681;Josh Holmstrom;United States;16312;Wheeling Nailers;ECHL;Wheeling Nailers;ECHL;RW;Colorado Springs;9/5/1989;30;Right Handed;College;20;22;17;1;1;1;12;9;20;8;9;9;5;8;9;8;13;11;9;6;7;8;9;9;11;10;6;9;6;8;9;9;11;10;9;11;1;1;1;1;1;
12683;Rich Beattie;United States;1675;Lake Superior Lakers;WCHA;Lake Superior Lakers;WCHA;LW, RW;Sault Ste. Marie;6/7/2002;17;Right Handed;None;20;11;11;1;1;1;18;10;20;9;1;17;8;11;4;1;6;8;9;9;7;9;7;9;12;8;6;2;2;2;7;7;6;5;4;6;1;1;1;1;1;
12684;Taylor Holstrom;United States;18432;Missouri Mavericks;ECHL;Missouri Mavericks;ECHL;C, RW;Yorba Linda;4/4/1990;29;Right Handed;College;20;0;9;1;1;1;15;17;20;3;12;5;12;8;7;12;10;9;10;7;3;5;9;8;10;5;9;11;4;10;9;6;7;8;10;12;1;1;1;1;1;
12686;Jacob McInnis;United States;1853;Princeton Tigers;ECAC;Princeton Tigers;ECAC;LW;West Orange;7/21/2002;17;Left Handed;None;19;31;9;1;1;1;20;1;12;1;7;10;9;7;4;6;10;14;5;7;1;1;9;10;6;4;6;1;1;8;3;2;5;4;1;4;1;1;1;1;1;
12688;Patrick Holway;United States;2255;Brantford Blast;Allan Cup;Brantford Blast;Allan Cup;RD;---;10/1/1996;23;Right Handed;College;20;0;11;1;14;20;1;1;1;4;5;6;10;11;6;5;5;8;5;10;1;4;6;9;9;6;3;3;2;6;6;10;7;4;5;4;1;1;1;1;1;
12689;Justin Hoomaian;United States;2255;Brantford Blast;Allan Cup;Brantford Blast;Allan Cup;LW;Novi;12/27/1990;29;Left Handed;College;16;24;14;1;1;1;20;9;12;15;7;16;6;10;8;7;5;6;4;5;4;6;6;10;11;6;10;4;3;3;3;6;6;6;4;5;1;1;1;1;1;
12690;Brandon Hope;United States;15932;Rouen Hockey Elite 76;Magnus League;Rouen Hockey Elite 76;Magnus League;G;Canton;3/18/1994;25;Left Handed;Major Junior;17;1;6;20;1;1;1;1;1;12;5;6;10;7;4;1;6;2;8;9;8;1;6;7;11;1;1;1;1;1;7;11;11;1;5;1;9;7;6;7;6;
12691;Lennart Pus;Slovenia;2041;HDK Maribor U18;Austrian Juniors;HDK Maribor U18;Austrian Juniors;C, RW;Domzale;4/4/2001;18;Left Handed;None;16;44;5;1;1;1;12;20;18;6;12;17;8;13;14;14;18;12;8;4;1;1;7;11;6;2;7;7;5;4;3;1;1;1;3;2;1;1;1;1;1;
12693;Anthony Hora;United States;635;Buffalo State Bengals;SUNYAC;Buffalo State Bengals;SUNYAC;LD;Cheektowaga;7/26/1998;21;Left Handed;None;18;0;19;1;20;1;1;1;1;7;5;9;9;7;5;5;4;12;9;8;2;3;8;13;14;6;6;5;1;7;7;5;4;6;5;6;1;1;1;1;1;
12694;Frank Hora;United States;11000;Mississippi RiverKings;SPHL;Mississippi RiverKings;SPHL;RD;Amherst;6/1/1996;23;Right Handed;Major Junior;20;44;13;1;12;20;1;1;1;14;13;6;3;7;10;2;10;8;8;12;1;12;9;9;13;14;3;4;1;5;7;11;11;4;5;4;1;1;1;1;1;
12695;Jekabs Ozolins;Latvia;15082;Kingston Frontenacs;OHL;Kingston Frontenacs;OHL;LD, RD;Ogre;2/24/2001;19;Left Handed;None;14;6;10;1;20;18;1;1;1;1;14;4;2;11;10;13;15;14;8;8;2;2;11;11;6;6;7;8;2;11;11;6;3;10;8;8;1;1;1;1;1;
12696;Miroslav Fridrich;Slovakia;2333;HK Nitra Jr.;Slovakian Juniors;HK Nitra Jr.;Slovakian Juniors;LW;Nitra;9/15/2002;17;Left Handed;None;18;66;5;1;1;1;20;14;12;1;10;12;6;9;19;9;17;8;4;7;1;1;9;6;11;4;1;1;1;6;3;2;4;4;2;3;1;1;1;1;1;
12699;Ferenc Kiss;Hungary;4791;Alba Volan FeVita U20;EBEL Juniors;Alba Volan FeVita U20;EBEL Juniors;C;Székesfehérvár;10/25/2003;16;Right Handed;None;8;62;13;1;1;1;9;20;12;6;1;4;10;2;9;3;6;13;6;8;1;6;10;7;14;7;5;5;6;2;8;7;8;1;5;3;1;1;1;1;1;
12700;Jake Horton;United States;2000;Annecy SG;National League 2;Annecy SG;National League 2;C;Oakdale;11/19/1994;25;Right Handed;College;20;20;8;1;1;1;9;20;12;13;7;10;7;10;5;7;5;8;9;3;3;5;8;10;8;4;9;6;9;5;3;4;5;6;1;5;1;1;1;1;1;
12701;Jake Horton;United States;4698;1. EV Weiden 1985;Oberliga;1. EV Weiden 1985;Oberliga;LD, RD;Lake Elmo;5/24/1994;25;Right Handed;College;20;0;7;1;16;20;7;7;7;8;8;16;13;9;12;6;14;5;10;6;7;7;9;5;8;8;5;7;4;7;7;3;9;10;6;5;1;1;1;1;1;
12702;Curtis Lappin;United States;1312;Chicago Chill U16;USU16E;Chicago Chill U16;USU16E;LW, C;Uniondale;2/17/2003;17;Left Handed;None;12;31;9;1;1;1;16;20;13;1;11;12;10;3;15;12;15;14;7;6;1;4;11;11;10;4;6;10;10;8;5;6;6;6;9;5;1;1;1;1;1;
12705;Tim Quinn;United States;5312;Apple Valley;HS-MN;Apple Valley;HS-MN;LD;Apple Valley;9/21/2004;15;Left Handed;None;1;77;7;1;20;14;1;1;1;1;1;1;7;3;6;1;12;6;7;11;1;5;7;6;8;5;1;3;1;1;4;3;8;1;1;2;1;1;1;1;1;
12706;Joe Houk;United States;5166;Bilyy Bars Bila Tserkva;Ukr;Bilyy Bars Bila Tserkva;Ukr;LD;Richboro;5/29/1990;29;Left Handed;College;18;24;14;1;20;14;1;1;1;8;4;8;8;8;9;4;10;9;10;11;3;8;9;7;14;6;4;5;2;4;3;7;9;4;3;4;1;1;1;1;1;
